#r	psi(r)	exact_f0(r)
0.627601	0.335057	0.335058
0.627668	0.33507	0.335071
0.627735	0.335083	0.335085
0.627802	0.335096	0.335098
0.627869	0.33511	0.335111
0.627936	0.335123	0.335124
0.628002	0.335136	0.335138
0.628069	0.33515	0.335151
0.628136	0.335163	0.335164
0.628203	0.335176	0.335178
0.62827	0.335189	0.335191
0.628337	0.335203	0.335204
0.628404	0.335216	0.335217
0.628471	0.335229	0.335231
0.628538	0.335243	0.335244
0.628605	0.335256	0.335257
0.628672	0.335269	0.33527
0.628738	0.335282	0.335284
0.628805	0.335296	0.335297
0.628872	0.335309	0.33531
0.628939	0.335322	0.335323
0.629006	0.335335	0.335337
0.629073	0.335349	0.33535
0.62914	0.335362	0.335363
0.629207	0.335375	0.335376
0.629274	0.335388	0.33539
0.629341	0.335401	0.335403
0.629408	0.335415	0.335416
0.629475	0.335428	0.335429
0.629542	0.335441	0.335443
0.629609	0.335454	0.335456
0.629676	0.335468	0.335469
0.629743	0.335481	0.335482
0.62981	0.335494	0.335495
0.629877	0.335507	0.335509
0.629944	0.33552	0.335522
0.630011	0.335534	0.335535
0.630078	0.335547	0.335548
0.630145	0.33556	0.335561
0.630212	0.335573	0.335575
0.630279	0.335586	0.335588
0.630346	0.3356	0.335601
0.630413	0.335613	0.335614
0.63048	0.335626	0.335627
0.630547	0.335639	0.335641
0.630614	0.335652	0.335654
0.630681	0.335666	0.335667
0.630748	0.335679	0.33568
0.630816	0.335692	0.335693
0.630883	0.335705	0.335706
0.63095	0.335718	0.33572
0.631017	0.335731	0.335733
0.631084	0.335745	0.335746
0.631151	0.335758	0.335759
0.631218	0.335771	0.335772
0.631285	0.335784	0.335785
0.631352	0.335797	0.335799
0.631419	0.33581	0.335812
0.631486	0.335824	0.335825
0.631553	0.335837	0.335838
0.631621	0.33585	0.335851
0.631688	0.335863	0.335864
0.631755	0.335876	0.335878
0.631822	0.335889	0.335891
0.631889	0.335902	0.335904
0.631956	0.335916	0.335917
0.632023	0.335929	0.33593
0.632091	0.335942	0.335943
0.632158	0.335955	0.335956
0.632225	0.335968	0.335969
0.632292	0.335981	0.335983
0.632359	0.335994	0.335996
0.632426	0.336007	0.336009
0.632493	0.336021	0.336022
0.632561	0.336034	0.336035
0.632628	0.336047	0.336048
0.632695	0.33606	0.336061
0.632762	0.336073	0.336074
0.632829	0.336086	0.336087
0.632897	0.336099	0.336101
0.632964	0.336112	0.336114
0.633031	0.336125	0.336127
0.633098	0.336138	0.33614
0.633165	0.336152	0.336153
0.633233	0.336165	0.336166
0.6333	0.336178	0.336179
0.633367	0.336191	0.336192
0.633434	0.336204	0.336205
0.633501	0.336217	0.336218
0.633569	0.33623	0.336231
0.633636	0.336243	0.336244
0.633703	0.336256	0.336258
0.63377	0.336269	0.336271
0.633838	0.336282	0.336284
0.633905	0.336295	0.336297
0.633972	0.336308	0.33631
0.634039	0.336321	0.336323
0.634107	0.336335	0.336336
0.634174	0.336348	0.336349
0.634241	0.336361	0.336362
0.634308	0.336374	0.336375
0.634376	0.336387	0.336388
0.634443	0.3364	0.336401
0.63451	0.336413	0.336414
0.634578	0.336426	0.336427
0.634645	0.336439	0.33644
0.634712	0.336452	0.336453
0.634779	0.336465	0.336466
0.634847	0.336478	0.336479
0.634914	0.336491	0.336492
0.634981	0.336504	0.336505
0.635049	0.336517	0.336518
0.635116	0.33653	0.336531
0.635183	0.336543	0.336544
0.635251	0.336556	0.336558
0.635318	0.336569	0.336571
0.635385	0.336582	0.336584
0.635453	0.336595	0.336597
0.63552	0.336608	0.33661
0.635587	0.336621	0.336623
0.635655	0.336634	0.336636
0.635722	0.336647	0.336649
0.63579	0.33666	0.336662
0.635857	0.336673	0.336675
0.635924	0.336686	0.336687
0.635992	0.336699	0.3367
0.636059	0.336712	0.336713
0.636126	0.336725	0.336726
0.636194	0.336738	0.336739
0.636261	0.336751	0.336752
0.636329	0.336764	0.336765
0.636396	0.336777	0.336778
0.636463	0.33679	0.336791
0.636531	0.336803	0.336804
0.636598	0.336816	0.336817
0.636666	0.336829	0.33683
0.636733	0.336842	0.336843
0.6368	0.336855	0.336856
0.636868	0.336868	0.336869
0.636935	0.336881	0.336882
0.637003	0.336894	0.336895
0.63707	0.336906	0.336908
0.637138	0.336919	0.336921
0.637205	0.336932	0.336934
0.637273	0.336945	0.336947
0.63734	0.336958	0.33696
0.637408	0.336971	0.336973
0.637475	0.336984	0.336986
0.637542	0.336997	0.336998
0.63761	0.33701	0.337011
0.637677	0.337023	0.337024
0.637745	0.337036	0.337037
0.637812	0.337049	0.33705
0.63788	0.337062	0.337063
0.637947	0.337075	0.337076
0.638015	0.337087	0.337089
0.638082	0.3371	0.337102
0.63815	0.337113	0.337115
0.638217	0.337126	0.337128
0.638285	0.337139	0.337141
0.638352	0.337152	0.337153
0.63842	0.337165	0.337166
0.638488	0.337178	0.337179
0.638555	0.337191	0.337192
0.638623	0.337204	0.337205
0.63869	0.337216	0.337218
0.638758	0.337229	0.337231
0.638825	0.337242	0.337244
0.638893	0.337255	0.337257
0.63896	0.337268	0.337269
0.639028	0.337281	0.337282
0.639095	0.337294	0.337295
0.639163	0.337307	0.337308
0.639231	0.337319	0.337321
0.639298	0.337332	0.337334
0.639366	0.337345	0.337347
0.639433	0.337358	0.337359
0.639501	0.337371	0.337372
0.639569	0.337384	0.337385
0.639636	0.337397	0.337398
0.639704	0.337409	0.337411
0.639771	0.337422	0.337424
0.639839	0.337435	0.337437
0.639907	0.337448	0.337449
0.639974	0.337461	0.337462
0.640042	0.337474	0.337475
0.640109	0.337486	0.337488
0.640177	0.337499	0.337501
0.640245	0.337512	0.337514
0.640312	0.337525	0.337526
0.64038	0.337538	0.337539
0.640448	0.337551	0.337552
0.640515	0.337563	0.337565
0.640583	0.337576	0.337578
0.640651	0.337589	0.337591
0.640718	0.337602	0.337603
0.640786	0.337615	0.337616
0.640854	0.337627	0.337629
0.640921	0.33764	0.337642
0.640989	0.337653	0.337655
0.641057	0.337666	0.337667
0.641124	0.337679	0.33768
0.641192	0.337691	0.337693
0.64126	0.337704	0.337706
0.641328	0.337717	0.337719
0.641395	0.33773	0.337731
0.641463	0.337743	0.337744
0.641531	0.337755	0.337757
0.641598	0.337768	0.33777
0.641666	0.337781	0.337782
0.641734	0.337794	0.337795
0.641802	0.337807	0.337808
0.641869	0.337819	0.337821
0.641937	0.337832	0.337834
0.642005	0.337845	0.337846
0.642073	0.337858	0.337859
0.64214	0.33787	0.337872
0.642208	0.337883	0.337885
0.642276	0.337896	0.337897
0.642344	0.337909	0.33791
0.642411	0.337921	0.337923
0.642479	0.337934	0.337936
0.642547	0.337947	0.337948
0.642615	0.33796	0.337961
0.642683	0.337972	0.337974
0.64275	0.337985	0.337987
0.642818	0.337998	0.337999
0.642886	0.338011	0.338012
0.642954	0.338023	0.338025
0.643022	0.338036	0.338037
0.643089	0.338049	0.33805
0.643157	0.338061	0.338063
0.643225	0.338074	0.338076
0.643293	0.338087	0.338088
0.643361	0.3381	0.338101
0.643429	0.338112	0.338114
0.643496	0.338125	0.338126
0.643564	0.338138	0.338139
0.643632	0.33815	0.338152
0.6437	0.338163	0.338165
0.643768	0.338176	0.338177
0.643836	0.338189	0.33819
0.643903	0.338201	0.338203
0.643971	0.338214	0.338215
0.644039	0.338227	0.338228
0.644107	0.338239	0.338241
0.644175	0.338252	0.338253
0.644243	0.338265	0.338266
0.644311	0.338277	0.338279
0.644379	0.33829	0.338291
0.644447	0.338303	0.338304
0.644514	0.338315	0.338317
0.644582	0.338328	0.338329
0.64465	0.338341	0.338342
0.644718	0.338353	0.338355
0.644786	0.338366	0.338367
0.644854	0.338379	0.33838
0.644922	0.338391	0.338393
0.64499	0.338404	0.338405
0.645058	0.338417	0.338418
0.645126	0.338429	0.338431
0.645194	0.338442	0.338443
0.645262	0.338455	0.338456
0.64533	0.338467	0.338469
0.645398	0.33848	0.338481
0.645466	0.338492	0.338494
0.645534	0.338505	0.338507
0.645601	0.338518	0.338519
0.645669	0.33853	0.338532
0.645737	0.338543	0.338544
0.645805	0.338556	0.338557
0.645873	0.338568	0.33857
0.645941	0.338581	0.338582
0.646009	0.338593	0.338595
0.646077	0.338606	0.338608
0.646145	0.338619	0.33862
0.646213	0.338631	0.338633
0.646281	0.338644	0.338645
0.646349	0.338657	0.338658
0.646417	0.338669	0.338671
0.646485	0.338682	0.338683
0.646554	0.338694	0.338696
0.646622	0.338707	0.338708
0.64669	0.33872	0.338721
0.646758	0.338732	0.338734
0.646826	0.338745	0.338746
0.646894	0.338757	0.338759
0.646962	0.33877	0.338771
0.64703	0.338782	0.338784
0.647098	0.338795	0.338797
0.647166	0.338808	0.338809
0.647234	0.33882	0.338822
0.647302	0.338833	0.338834
0.64737	0.338845	0.338847
0.647438	0.338858	0.338859
0.647506	0.33887	0.338872
0.647574	0.338883	0.338884
0.647643	0.338896	0.338897
0.647711	0.338908	0.33891
0.647779	0.338921	0.338922
0.647847	0.338933	0.338935
0.647915	0.338946	0.338947
0.647983	0.338958	0.33896
0.648051	0.338971	0.338972
0.648119	0.338983	0.338985
0.648188	0.338996	0.338997
0.648256	0.339008	0.33901
0.648324	0.339021	0.339022
0.648392	0.339034	0.339035
0.64846	0.339046	0.339048
0.648528	0.339059	0.33906
0.648596	0.339071	0.339073
0.648665	0.339084	0.339085
0.648733	0.339096	0.339098
0.648801	0.339109	0.33911
0.648869	0.339121	0.339123
0.648937	0.339134	0.339135
0.649005	0.339146	0.339148
0.649074	0.339159	0.33916
0.649142	0.339171	0.339173
0.64921	0.339184	0.339185
0.649278	0.339196	0.339198
0.649346	0.339209	0.33921
0.649415	0.339221	0.339223
0.649483	0.339234	0.339235
0.649551	0.339246	0.339248
0.649619	0.339259	0.33926
0.649687	0.339271	0.339273
0.649756	0.339284	0.339285
0.649824	0.339296	0.339298
0.649892	0.339309	0.33931
0.64996	0.339321	0.339323
0.650029	0.339333	0.339335
0.650097	0.339346	0.339347
0.650165	0.339358	0.33936
0.650233	0.339371	0.339372
0.650302	0.339383	0.339385
0.65037	0.339396	0.339397
0.650438	0.339408	0.33941
0.650507	0.339421	0.339422
0.650575	0.339433	0.339435
0.650643	0.339446	0.339447
0.650711	0.339458	0.33946
0.65078	0.33947	0.339472
0.650848	0.339483	0.339484
0.650916	0.339495	0.339497
0.650985	0.339508	0.339509
0.651053	0.33952	0.339522
0.651121	0.339533	0.339534
0.65119	0.339545	0.339547
0.651258	0.339558	0.339559
0.651326	0.33957	0.339571
0.651395	0.339582	0.339584
0.651463	0.339595	0.339596
0.651531	0.339607	0.339609
0.6516	0.33962	0.339621
0.651668	0.339632	0.339634
0.651736	0.339644	0.339646
0.651805	0.339657	0.339658
0.651873	0.339669	0.339671
0.651941	0.339682	0.339683
0.65201	0.339694	0.339696
0.652078	0.339706	0.339708
0.652146	0.339719	0.33972
0.652215	0.339731	0.339733
0.652283	0.339744	0.339745
0.652352	0.339756	0.339757
0.65242	0.339768	0.33977
0.652488	0.339781	0.339782
0.652557	0.339793	0.339795
0.652625	0.339805	0.339807
0.652694	0.339818	0.339819
0.652762	0.33983	0.339832
0.652831	0.339843	0.339844
0.652899	0.339855	0.339856
0.652967	0.339867	0.339869
0.653036	0.33988	0.339881
0.653104	0.339892	0.339894
0.653173	0.339904	0.339906
0.653241	0.339917	0.339918
0.65331	0.339929	0.339931
0.653378	0.339941	0.339943
0.653447	0.339954	0.339955
0.653515	0.339966	0.339968
0.653583	0.339978	0.33998
0.653652	0.339991	0.339992
0.65372	0.340003	0.340005
0.653789	0.340015	0.340017
0.653857	0.340028	0.340029
0.653926	0.34004	0.340042
0.653994	0.340052	0.340054
0.654063	0.340065	0.340066
0.654131	0.340077	0.340079
0.6542	0.340089	0.340091
0.654268	0.340102	0.340103
0.654337	0.340114	0.340116
0.654405	0.340126	0.340128
0.654474	0.340139	0.34014
0.654542	0.340151	0.340152
0.654611	0.340163	0.340165
0.65468	0.340176	0.340177
0.654748	0.340188	0.340189
0.654817	0.3402	0.340202
0.654885	0.340212	0.340214
0.654954	0.340225	0.340226
0.655022	0.340237	0.340239
0.655091	0.340249	0.340251
0.655159	0.340262	0.340263
0.655228	0.340274	0.340275
0.655297	0.340286	0.340288
0.655365	0.340298	0.3403
0.655434	0.340311	0.340312
0.655502	0.340323	0.340324
0.655571	0.340335	0.340337
0.65564	0.340347	0.340349
0.655708	0.34036	0.340361
0.655777	0.340372	0.340374
0.655845	0.340384	0.340386
0.655914	0.340397	0.340398
0.655983	0.340409	0.34041
0.656051	0.340421	0.340423
0.65612	0.340433	0.340435
0.656189	0.340445	0.340447
0.656257	0.340458	0.340459
0.656326	0.34047	0.340472
0.656394	0.340482	0.340484
0.656463	0.340494	0.340496
0.656532	0.340507	0.340508
0.6566	0.340519	0.34052
0.656669	0.340531	0.340533
0.656738	0.340543	0.340545
0.656806	0.340556	0.340557
0.656875	0.340568	0.340569
0.656944	0.34058	0.340582
0.657013	0.340592	0.340594
0.657081	0.340604	0.340606
0.65715	0.340617	0.340618
0.657219	0.340629	0.34063
0.657287	0.340641	0.340643
0.657356	0.340653	0.340655
0.657425	0.340665	0.340667
0.657493	0.340678	0.340679
0.657562	0.34069	0.340691
0.657631	0.340702	0.340704
0.6577	0.340714	0.340716
0.657768	0.340726	0.340728
0.657837	0.340739	0.34074
0.657906	0.340751	0.340752
0.657975	0.340763	0.340765
0.658043	0.340775	0.340777
0.658112	0.340787	0.340789
0.658181	0.340799	0.340801
0.65825	0.340812	0.340813
0.658318	0.340824	0.340825
0.658387	0.340836	0.340838
0.658456	0.340848	0.34085
0.658525	0.34086	0.340862
0.658594	0.340872	0.340874
0.658662	0.340885	0.340886
0.658731	0.340897	0.340898
0.6588	0.340909	0.34091
0.658869	0.340921	0.340923
0.658938	0.340933	0.340935
0.659006	0.340945	0.340947
0.659075	0.340957	0.340959
0.659144	0.34097	0.340971
0.659213	0.340982	0.340983
0.659282	0.340994	0.340995
0.65935	0.341006	0.341008
0.659419	0.341018	0.34102
0.659488	0.34103	0.341032
0.659557	0.341042	0.341044
0.659626	0.341055	0.341056
0.659695	0.341067	0.341068
0.659764	0.341079	0.34108
0.659832	0.341091	0.341092
0.659901	0.341103	0.341105
0.65997	0.341115	0.341117
0.660039	0.341127	0.341129
0.660108	0.341139	0.341141
0.660177	0.341151	0.341153
0.660246	0.341163	0.341165
0.660315	0.341176	0.341177
0.660384	0.341188	0.341189
0.660452	0.3412	0.341201
0.660521	0.341212	0.341213
0.66059	0.341224	0.341225
0.660659	0.341236	0.341238
0.660728	0.341248	0.34125
0.660797	0.34126	0.341262
0.660866	0.341272	0.341274
0.660935	0.341284	0.341286
0.661004	0.341296	0.341298
0.661073	0.341308	0.34131
0.661142	0.34132	0.341322
0.661211	0.341333	0.341334
0.66128	0.341345	0.341346
0.661349	0.341357	0.341358
0.661418	0.341369	0.34137
0.661487	0.341381	0.341382
0.661556	0.341393	0.341394
0.661625	0.341405	0.341406
0.661694	0.341417	0.341418
0.661763	0.341429	0.341431
0.661832	0.341441	0.341443
0.661901	0.341453	0.341455
0.66197	0.341465	0.341467
0.662039	0.341477	0.341479
0.662108	0.341489	0.341491
0.662177	0.341501	0.341503
0.662246	0.341513	0.341515
0.662315	0.341525	0.341527
0.662384	0.341537	0.341539
0.662453	0.341549	0.341551
0.662522	0.341561	0.341563
0.662591	0.341573	0.341575
0.66266	0.341585	0.341587
0.662729	0.341597	0.341599
0.662798	0.341609	0.341611
0.662867	0.341621	0.341623
0.662936	0.341633	0.341635
0.663005	0.341645	0.341647
0.663074	0.341657	0.341659
0.663143	0.341669	0.341671
0.663212	0.341681	0.341683
0.663281	0.341693	0.341695
0.663351	0.341705	0.341707
0.66342	0.341717	0.341719
0.663489	0.341729	0.341731
0.663558	0.341741	0.341743
0.663627	0.341753	0.341755
0.663696	0.341765	0.341767
0.663765	0.341777	0.341779
0.663834	0.341789	0.341791
0.663903	0.341801	0.341803
0.663973	0.341813	0.341815
0.664042	0.341825	0.341826
0.664111	0.341837	0.341838
0.66418	0.341849	0.34185
0.664249	0.341861	0.341862
0.664318	0.341873	0.341874
0.664387	0.341885	0.341886
0.664457	0.341897	0.341898
0.664526	0.341909	0.34191
0.664595	0.34192	0.341922
0.664664	0.341932	0.341934
0.664733	0.341944	0.341946
0.664803	0.341956	0.341958
0.664872	0.341968	0.34197
0.664941	0.34198	0.341982
0.66501	0.341992	0.341994
0.665079	0.342004	0.342006
0.665148	0.342016	0.342017
0.665218	0.342028	0.342029
0.665287	0.34204	0.342041
0.665356	0.342052	0.342053
0.665425	0.342064	0.342065
0.665495	0.342075	0.342077
0.665564	0.342087	0.342089
0.665633	0.342099	0.342101
0.665702	0.342111	0.342113
0.665772	0.342123	0.342125
0.665841	0.342135	0.342137
0.66591	0.342147	0.342148
0.665979	0.342159	0.34216
0.666049	0.342171	0.342172
0.666118	0.342182	0.342184
0.666187	0.342194	0.342196
0.666256	0.342206	0.342208
0.666326	0.342218	0.34222
0.666395	0.34223	0.342232
0.666464	0.342242	0.342243
0.666534	0.342254	0.342255
0.666603	0.342266	0.342267
0.666672	0.342277	0.342279
0.666742	0.342289	0.342291
0.666811	0.342301	0.342303
0.66688	0.342313	0.342315
0.666949	0.342325	0.342326
0.667019	0.342337	0.342338
0.667088	0.342349	0.34235
0.667157	0.34236	0.342362
0.667227	0.342372	0.342374
0.667296	0.342384	0.342386
0.667366	0.342396	0.342398
0.667435	0.342408	0.342409
0.667504	0.34242	0.342421
0.667574	0.342431	0.342433
0.667643	0.342443	0.342445
0.667712	0.342455	0.342457
0.667782	0.342467	0.342468
0.667851	0.342479	0.34248
0.66792	0.34249	0.342492
0.66799	0.342502	0.342504
0.668059	0.342514	0.342516
0.668129	0.342526	0.342528
0.668198	0.342538	0.342539
0.668267	0.34255	0.342551
0.668337	0.342561	0.342563
0.668406	0.342573	0.342575
0.668476	0.342585	0.342587
0.668545	0.342597	0.342598
0.668615	0.342609	0.34261
0.668684	0.34262	0.342622
0.668753	0.342632	0.342634
0.668823	0.342644	0.342646
0.668892	0.342656	0.342657
0.668962	0.342667	0.342669
0.669031	0.342679	0.342681
0.669101	0.342691	0.342693
0.66917	0.342703	0.342704
0.66924	0.342715	0.342716
0.669309	0.342726	0.342728
0.669379	0.342738	0.34274
0.669448	0.34275	0.342751
0.669518	0.342762	0.342763
0.669587	0.342773	0.342775
0.669657	0.342785	0.342787
0.669726	0.342797	0.342798
0.669796	0.342809	0.34281
0.669865	0.34282	0.342822
0.669935	0.342832	0.342834
0.670004	0.342844	0.342845
0.670074	0.342856	0.342857
0.670143	0.342867	0.342869
0.670213	0.342879	0.342881
0.670282	0.342891	0.342892
0.670352	0.342902	0.342904
0.670421	0.342914	0.342916
0.670491	0.342926	0.342928
0.67056	0.342938	0.342939
0.67063	0.342949	0.342951
0.6707	0.342961	0.342963
0.670769	0.342973	0.342974
0.670839	0.342984	0.342986
0.670908	0.342996	0.342998
0.670978	0.343008	0.34301
0.671048	0.34302	0.343021
0.671117	0.343031	0.343033
0.671187	0.343043	0.343045
0.671256	0.343055	0.343056
0.671326	0.343066	0.343068
0.671396	0.343078	0.34308
0.671465	0.34309	0.343091
0.671535	0.343101	0.343103
0.671604	0.343113	0.343115
0.671674	0.343125	0.343126
0.671744	0.343137	0.343138
0.671813	0.343148	0.34315
0.671883	0.34316	0.343162
0.671953	0.343172	0.343173
0.672022	0.343183	0.343185
0.672092	0.343195	0.343197
0.672162	0.343207	0.343208
0.672231	0.343218	0.34322
0.672301	0.34323	0.343231
0.672371	0.343241	0.343243
0.67244	0.343253	0.343255
0.67251	0.343265	0.343266
0.67258	0.343276	0.343278
0.672649	0.343288	0.34329
0.672719	0.3433	0.343301
0.672789	0.343311	0.343313
0.672858	0.343323	0.343325
0.672928	0.343335	0.343336
0.672998	0.343346	0.343348
0.673068	0.343358	0.34336
0.673137	0.34337	0.343371
0.673207	0.343381	0.343383
0.673277	0.343393	0.343394
0.673347	0.343404	0.343406
0.673416	0.343416	0.343418
0.673486	0.343428	0.343429
0.673556	0.343439	0.343441
0.673626	0.343451	0.343453
0.673695	0.343462	0.343464
0.673765	0.343474	0.343476
0.673835	0.343486	0.343487
0.673905	0.343497	0.343499
0.673974	0.343509	0.343511
0.674044	0.34352	0.343522
0.674114	0.343532	0.343534
0.674184	0.343544	0.343545
0.674254	0.343555	0.343557
0.674323	0.343567	0.343568
0.674393	0.343578	0.34358
0.674463	0.34359	0.343592
0.674533	0.343602	0.343603
0.674603	0.343613	0.343615
0.674672	0.343625	0.343626
0.674742	0.343636	0.343638
0.674812	0.343648	0.343649
0.674882	0.343659	0.343661
0.674952	0.343671	0.343673
0.675022	0.343682	0.343684
0.675091	0.343694	0.343696
0.675161	0.343706	0.343707
0.675231	0.343717	0.343719
0.675301	0.343729	0.34373
0.675371	0.34374	0.343742
0.675441	0.343752	0.343753
0.675511	0.343763	0.343765
0.675581	0.343775	0.343777
0.67565	0.343786	0.343788
0.67572	0.343798	0.3438
0.67579	0.343809	0.343811
0.67586	0.343821	0.343823
0.67593	0.343833	0.343834
0.676	0.343844	0.343846
0.67607	0.343856	0.343857
0.67614	0.343867	0.343869
0.67621	0.343879	0.34388
0.67628	0.34389	0.343892
0.67635	0.343902	0.343903
0.67642	0.343913	0.343915
0.676489	0.343925	0.343926
0.676559	0.343936	0.343938
0.676629	0.343948	0.343949
0.676699	0.343959	0.343961
0.676769	0.343971	0.343972
0.676839	0.343982	0.343984
0.676909	0.343994	0.343995
0.676979	0.344005	0.344007
0.677049	0.344017	0.344018
0.677119	0.344028	0.34403
0.677189	0.34404	0.344041
0.677259	0.344051	0.344053
0.677329	0.344062	0.344064
0.677399	0.344074	0.344076
0.677469	0.344085	0.344087
0.677539	0.344097	0.344099
0.677609	0.344108	0.34411
0.677679	0.34412	0.344122
0.677749	0.344131	0.344133
0.677819	0.344143	0.344144
0.677889	0.344154	0.344156
0.677959	0.344166	0.344167
0.678029	0.344177	0.344179
0.678099	0.344189	0.34419
0.67817	0.3442	0.344202
0.67824	0.344211	0.344213
0.67831	0.344223	0.344225
0.67838	0.344234	0.344236
0.67845	0.344246	0.344247
0.67852	0.344257	0.344259
0.67859	0.344269	0.34427
0.67866	0.34428	0.344282
0.67873	0.344291	0.344293
0.6788	0.344303	0.344305
0.67887	0.344314	0.344316
0.67894	0.344326	0.344327
0.679011	0.344337	0.344339
0.679081	0.344349	0.34435
0.679151	0.34436	0.344362
0.679221	0.344371	0.344373
0.679291	0.344383	0.344384
0.679361	0.344394	0.344396
0.679431	0.344406	0.344407
0.679501	0.344417	0.344419
0.679572	0.344428	0.34443
0.679642	0.34444	0.344441
0.679712	0.344451	0.344453
0.679782	0.344463	0.344464
0.679852	0.344474	0.344476
0.679922	0.344485	0.344487
0.679993	0.344497	0.344498
0.680063	0.344508	0.34451
0.680133	0.344519	0.344521
0.680203	0.344531	0.344532
0.680273	0.344542	0.344544
0.680344	0.344554	0.344555
0.680414	0.344565	0.344567
0.680484	0.344576	0.344578
0.680554	0.344588	0.344589
0.680624	0.344599	0.344601
0.680695	0.34461	0.344612
0.680765	0.344622	0.344623
0.680835	0.344633	0.344635
0.680905	0.344644	0.344646
0.680976	0.344656	0.344657
0.681046	0.344667	0.344669
0.681116	0.344678	0.34468
0.681186	0.34469	0.344691
0.681257	0.344701	0.344703
0.681327	0.344712	0.344714
0.681397	0.344724	0.344725
0.681467	0.344735	0.344737
0.681538	0.344746	0.344748
0.681608	0.344758	0.344759
0.681678	0.344769	0.344771
0.681748	0.34478	0.344782
0.681819	0.344792	0.344793
0.681889	0.344803	0.344805
0.681959	0.344814	0.344816
0.68203	0.344826	0.344827
0.6821	0.344837	0.344839
0.68217	0.344848	0.34485
0.682241	0.344859	0.344861
0.682311	0.344871	0.344872
0.682381	0.344882	0.344884
0.682452	0.344893	0.344895
0.682522	0.344905	0.344906
0.682592	0.344916	0.344918
0.682663	0.344927	0.344929
0.682733	0.344938	0.34494
0.682803	0.34495	0.344951
0.682874	0.344961	0.344963
0.682944	0.344972	0.344974
0.683015	0.344984	0.344985
0.683085	0.344995	0.344996
0.683155	0.345006	0.345008
0.683226	0.345017	0.345019
0.683296	0.345029	0.34503
0.683366	0.34504	0.345042
0.683437	0.345051	0.345053
0.683507	0.345062	0.345064
0.683578	0.345074	0.345075
0.683648	0.345085	0.345087
0.683719	0.345096	0.345098
0.683789	0.345107	0.345109
0.683859	0.345119	0.34512
0.68393	0.34513	0.345131
0.684	0.345141	0.345143
0.684071	0.345152	0.345154
0.684141	0.345163	0.345165
0.684212	0.345175	0.345176
0.684282	0.345186	0.345188
0.684353	0.345197	0.345199
0.684423	0.345208	0.34521
0.684493	0.34522	0.345221
0.684564	0.345231	0.345233
0.684634	0.345242	0.345244
0.684705	0.345253	0.345255
0.684775	0.345264	0.345266
0.684846	0.345276	0.345277
0.684916	0.345287	0.345289
0.684987	0.345298	0.3453
0.685057	0.345309	0.345311
0.685128	0.34532	0.345322
0.685198	0.345332	0.345333
0.685269	0.345343	0.345344
0.685339	0.345354	0.345356
0.68541	0.345365	0.345367
0.685481	0.345376	0.345378
0.685551	0.345387	0.345389
0.685622	0.345399	0.3454
0.685692	0.34541	0.345412
0.685763	0.345421	0.345423
0.685833	0.345432	0.345434
0.685904	0.345443	0.345445
0.685974	0.345454	0.345456
0.686045	0.345466	0.345467
0.686116	0.345477	0.345479
0.686186	0.345488	0.34549
0.686257	0.345499	0.345501
0.686327	0.34551	0.345512
0.686398	0.345521	0.345523
0.686469	0.345533	0.345534
0.686539	0.345544	0.345545
0.68661	0.345555	0.345557
0.68668	0.345566	0.345568
0.686751	0.345577	0.345579
0.686822	0.345588	0.34559
0.686892	0.345599	0.345601
0.686963	0.34561	0.345612
0.687034	0.345622	0.345623
0.687104	0.345633	0.345634
0.687175	0.345644	0.345646
0.687246	0.345655	0.345657
0.687316	0.345666	0.345668
0.687387	0.345677	0.345679
0.687458	0.345688	0.34569
0.687528	0.345699	0.345701
0.687599	0.34571	0.345712
0.68767	0.345722	0.345723
0.68774	0.345733	0.345734
0.687811	0.345744	0.345746
0.687882	0.345755	0.345757
0.687952	0.345766	0.345768
0.688023	0.345777	0.345779
0.688094	0.345788	0.34579
0.688165	0.345799	0.345801
0.688235	0.34581	0.345812
0.688306	0.345821	0.345823
0.688377	0.345832	0.345834
0.688447	0.345844	0.345845
0.688518	0.345855	0.345856
0.688589	0.345866	0.345867
0.68866	0.345877	0.345878
0.68873	0.345888	0.34589
0.688801	0.345899	0.345901
0.688872	0.34591	0.345912
0.688943	0.345921	0.345923
0.689014	0.345932	0.345934
0.689084	0.345943	0.345945
0.689155	0.345954	0.345956
0.689226	0.345965	0.345967
0.689297	0.345976	0.345978
0.689367	0.345987	0.345989
0.689438	0.345998	0.346
0.689509	0.346009	0.346011
0.68958	0.34602	0.346022
0.689651	0.346031	0.346033
0.689722	0.346042	0.346044
0.689792	0.346053	0.346055
0.689863	0.346064	0.346066
0.689934	0.346075	0.346077
0.690005	0.346086	0.346088
0.690076	0.346097	0.346099
0.690147	0.346108	0.34611
0.690217	0.34612	0.346121
0.690288	0.346131	0.346132
0.690359	0.346142	0.346143
0.69043	0.346153	0.346154
0.690501	0.346164	0.346165
0.690572	0.346175	0.346176
0.690643	0.346186	0.346187
0.690714	0.346196	0.346198
0.690784	0.346207	0.346209
0.690855	0.346218	0.34622
0.690926	0.346229	0.346231
0.690997	0.34624	0.346242
0.691068	0.346251	0.346253
0.691139	0.346262	0.346264
0.69121	0.346273	0.346275
0.691281	0.346284	0.346286
0.691352	0.346295	0.346297
0.691423	0.346306	0.346308
0.691494	0.346317	0.346319
0.691565	0.346328	0.34633
0.691636	0.346339	0.346341
0.691706	0.34635	0.346352
